Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,11883,12611,.,-,0,ID=cds-pgaptmp_000172;Parent=gene-pgaptmp_000172;Name=extdb:pgaptmp_000172;Ontology_term=GO:0015949,GO:0033862;gbkey=CDS;gene=pyrH;go_function=UMP kinase activity|0033862||IEA;go_process=nucleobase-containing small molecule interconversion|0015949||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885599.1;locus_tag=pgaptmp_000172;product=UMP kinase;protein_id=extdb:pgaptmp_000172;transl_table=4,,,,,,,
Contig_1_130.259,.,gene,12592,13488,.,-,.,ID=gene-pgaptmp_000173;Name=tsf;gbkey=Gene;gene=tsf;gene_biotype=protein_coding;locus_tag=pgaptmp_000173,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,12592,13488,.,-,0,ID=cds-pgaptmp_000173;Parent=gene-pgaptmp_000173;Name=extdb:pgaptmp_000173;Ontology_term=GO:0006414,GO:0003746;gbkey=CDS;gene=tsf;go_function=translation elongation factor activity|0003746||IEA;go_process=translational elongation|0006414||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874988.1;locus_tag=pgaptmp_000173;product=translation elongation factor Ts;protein_id=extdb:pgaptmp_000173;transl_table=4,,,,,,,
Contig_1_130.259,.,gene,13575,14789,.,+,.,ID=gene-pgaptmp_000174;Name=pgaptmp_000174;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000174,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,13575,14789,.,+,0,ID=cds-pgaptmp_000174;Parent=gene-pgaptmp_000174;Name=extdb:pgaptmp_000174;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325645.1;locus_tag=pgaptmp_000174;product=YitT family protein;protein_id=extdb:pgaptmp_000174;transl_table=4,,,,,,,,
Contig_1_130.259,.,gene,14842,15576,.,+,.,ID=gene-pgaptmp_000175;Name=tpiA;gbkey=Gene;gene=tpiA;gene_biotype=protein_coding;locus_tag=pgaptmp_000175,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,14842,15576,.,+,0,ID=cds-pgaptmp_000175;Parent=gene-pgaptmp_000175;Name=extdb:pgaptmp_000175;Ontology_term=GO:0006096,GO:0004807;gbkey=CDS;gene=tpiA;go_function=triose-phosphate isomerase activity|0004807||IEA;go_process=glycolytic process|0006096||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874986.1;locus_tag=pgaptmp_000175;product=triose-phosphate isomerase;protein_id=extdb:pgaptmp_000175;transl_table=4,,,,,,,
Contig_1_130.259,.,gene,15569,17095,.,+,.,ID=gene-pgaptmp_000176;Name=gpmI;gbkey=Gene;gene=gpmI;gene_biotype=protein_coding;locus_tag=pgaptmp_000176,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,15569,17095,.,+,0,ID=cds-pgaptmp_000176;Parent=gene-pgaptmp_000176;Name=extdb:pgaptmp_000176;Ontology_term=GO:0006096,GO:0046537;gbkey=CDS;gene=gpmI;go_function=2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase activity|0046537||IEA;go_process=glycolytic process|0006096||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874985.1;locus_tag=pgaptmp_000176;product=2%2C3-bisphosphoglycerate-independent phosphoglycerate mutase;protein_id=extdb:pgaptmp_000176;transl_table=4,,,,,,,
Contig_1_130.259,.,gene,17100,18818,.,+,.,ID=gene-pgaptmp_000177;Name=ptsP;gbkey=Gene;gene=ptsP;gene_biotype=protein_coding;locus_tag=pgaptmp_000177,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,17100,18818,.,+,0,ID=cds-pgaptmp_000177;Parent=gene-pgaptmp_000177;Name=extdb:pgaptmp_000177;Ontology_term=GO:0006808,GO:0009401,GO:0008965;gbkey=CDS;gene=ptsP;go_function=phosphoenolpyruvate-protein phosphotransferase activity|0008965||IEA;go_process=regulation of nitrogen utilization|0006808||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325643.1;locus_tag=pgaptmp_000177;product=phosphoenolpyruvate--protein phosphotransferase;protein_id=extdb:pgaptmp_000177;transl_table=4,,,,,
Contig_1_130.259,.,gene,18815,19333,.,-,.,ID=gene-pgaptmp_000178;Name=pgaptmp_000178;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000178,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,18815,19333,.,-,0,ID=cds-pgaptmp_000178;Parent=gene-pgaptmp_000178;Name=extdb:pgaptmp_000178;Ontology_term=GO:0006352,GO:0006355,GO:0003677,GO:0003700,GO:0016987;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA;go_process=DNA-templated transcription%2C initiation|0006352||IEA,regulation of transcription%2C DNA-templated|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885604.1;locus_tag=pgaptmp_000178;product=sigma-70 family RNA polymerase sigma factor;protein_id=extdb:pgaptmp_000178;transl_table=4,
Contig_1_130.259,.,gene,19468,19893,.,-,.,ID=gene-pgaptmp_000179;Name=pgaptmp_000179;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000179,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,19468,19893,.,-,0,ID=cds-pgaptmp_000179;Parent=gene-pgaptmp_000179;Name=extdb:pgaptmp_000179;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874982.1;locus_tag=pgaptmp_000179;product=OsmC family protein;protein_id=extdb:pgaptmp_000179;transl_table=4,,,,,,,,
Contig_1_130.259,.,gene,19937,20134,.,-,.,ID=gene-pgaptmp_000180;Name=rpmB;gbkey=Gene;gene=rpmB;gene_biotype=protein_coding;locus_tag=pgaptmp_000180,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,19937,20134,.,-,0,ID=cds-pgaptmp_000180;Parent=gene-pgaptmp_000180;Name=extdb:pgaptmp_000180;Ontology_term=GO:0006412,GO:0003735,GO:0000311,GO:0022625;gbkey=CDS;gene=rpmB;go_component=plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874981.1;locus_tag=pgaptmp_000180;product=50S ribosomal protein L28;protein_id=extdb:pgaptmp_000180;transl_table=4,,,,
Contig_1_130.259,.,gene,20156,21508,.,-,.,ID=gene-pgaptmp_000181;Name=pgaptmp_000181;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000181,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,20156,21508,.,-,0,ID=cds-pgaptmp_000181;Parent=gene-pgaptmp_000181;Name=extdb:pgaptmp_000181;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874980.1;locus_tag=pgaptmp_000181;product=DEAD/DEAH box helicase;protein_id=extdb:pgaptmp_000181;transl_table=4,,,,,,,,
Contig_1_130.259,.,gene,21666,21926,.,+,.,ID=gene-pgaptmp_000182;Name=rpsO;gbkey=Gene;gene=rpsO;gene_biotype=protein_coding;locus_tag=pgaptmp_000182,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,21666,21926,.,+,0,ID=cds-pgaptmp_000182;Parent=gene-pgaptmp_000182;Name=extdb:pgaptmp_000182;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsO;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874979.1;locus_tag=pgaptmp_000182;product=30S ribosomal protein S15;protein_id=extdb:pgaptmp_000182;transl_table=4,,,,
Contig_1_130.259,.,gene,21931,23616,.,+,.,ID=gene-pgaptmp_000183;Name=pgaptmp_000183;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000183,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,21931,23616,.,+,0,ID=cds-pgaptmp_000183;Parent=gene-pgaptmp_000183;Name=extdb:pgaptmp_000183;Ontology_term=GO:0006401;gbkey=CDS;go_process=RNA catabolic process|0006401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014894071.1;locus_tag=pgaptmp_000183;product=RNase J family beta-CASP ribonuclease;protein_id=extdb:pgaptmp_000183;transl_table=4,,,,,,,,
Contig_1_130.259,.,gene,23662,26181,.,+,.,ID=gene-pgaptmp_000184;Name=pgaptmp_000184;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000184,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,23662,26181,.,+,0,ID=cds-pgaptmp_000184;Parent=gene-pgaptmp_000184;Name=extdb:pgaptmp_000184;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325640.1;locus_tag=pgaptmp_000184;product=hypothetical protein;protein_id=extdb:pgaptmp_000184;transl_table=4,,,,,,,,
Contig_1_130.259,.,gene,26159,29005,.,+,.,ID=gene-pgaptmp_000185;Name=uvrA;gbkey=Gene;gene=uvrA;gene_biotype=protein_coding;locus_tag=pgaptmp_000185,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,26159,29005,.,+,0,ID=cds-pgaptmp_000185;Parent=gene-pgaptmp_000185;Name=extdb:pgaptmp_000185;Ontology_term=GO:0006289,GO:0009381,GO:0009380;gbkey=CDS;gene=uvrA;go_component=excinuclease repair complex|0009380||IEA;go_function=excinuclease ABC activity|0009381||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874976.1;locus_tag=pgaptmp_000185;product=excinuclease ABC subunit UvrA;protein_id=extdb:pgaptmp_000185;transl_table=4,,,,,,
Contig_1_130.259,.,gene,29014,31059,.,+,.,ID=gene-pgaptmp_000186;Name=dnaX;gbkey=Gene;gene=dnaX;gene_biotype=protein_coding;locus_tag=pgaptmp_000186,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,29014,31059,.,+,0,ID=cds-pgaptmp_000186;Parent=gene-pgaptmp_000186;Name=extdb:pgaptmp_000186;Ontology_term=GO:0006260,GO:0003887,GO:0009360;gbkey=CDS;gene=dnaX;go_component=DNA polymerase III complex|0009360||IEA;go_function=DNA-directed DNA polymerase activity|0003887||IEA;go_process=DNA replication|0006260||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019830490.1;locus_tag=pgaptmp_000186;product=DNA polymerase III subunit gamma/tau;protein_id=extdb:pgaptmp_000186;transl_table=4,,,,,,
Contig_1_130.259,.,gene,31090,31530,.,+,.,ID=gene-pgaptmp_000187;Name=rplM;gbkey=Gene;gene=rplM;gene_biotype=protein_coding;locus_tag=pgaptmp_000187,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,31090,31530,.,+,0,ID=cds-pgaptmp_000187;Parent=gene-pgaptmp_000187;Name=extdb:pgaptmp_000187;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplM;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010869476.1;locus_tag=pgaptmp_000187;product=50S ribosomal protein L13;protein_id=extdb:pgaptmp_000187;transl_table=4,,,,
Contig_1_130.259,.,gene,31536,31934,.,+,.,ID=gene-pgaptmp_000188;Name=rpsI;gbkey=Gene;gene=rpsI;gene_biotype=protein_coding;locus_tag=pgaptmp_000188,,,,,,,,
Contig_1_130.259,Protein Homology,CDS,31536,31934,.,+,0,ID=cds-pgaptmp_000188;Parent=gene-pgaptmp_000188;Name=extdb:pgaptmp_000188;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;gene=rpsI;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_001790547.1;locus_tag=pgaptmp_000188;product=30S ribosomal protein S9;protein_id=extdb:pgaptmp_000188;transl_table=4,,,,,,
Contig_1_130.259,.,gene,32007,32470,.,+,.,ID=gene-pgaptmp_000189;Name=pgaptmp_000189;end_range=32470,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000189;partial=true,,,,,,,
Contig_1_130.259,Protein Homology,CDS,32007,32470,.,+,0,ID=cds-pgaptmp_000189;Parent=gene-pgaptmp_000189;Name=extdb:pgaptmp_000189;Ontology_term=GO:0006304;end_range=32470,.;gbkey=CDS;go_process=DNA modification|0006304||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874646.1;locus_tag=pgaptmp_000189;partial=true;product=restriction endonuclease subunit S;protein_id=extdb:pgaptmp_000189;transl_table=4,,,,,,,
Contig_2_126.404,Local,region,1,1982,.,+,.,ID=Contig_2_126.404:1..1982;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5954,,,,,,,,
Contig_2_126.404,.,gene,1,1982,.,+,.,ID=gene-pgaptmp_000381;Name=pgaptmp_000381;end_range=1982,.;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000381;partial=true;start_range=.,1,,,,,,
Contig_2_126.404,Protein Homology,CDS,1,1982,.,+,0,ID=cds-pgaptmp_000381;Parent=gene-pgaptmp_000381;Name=extdb:pgaptmp_000381;end_range=1982,.;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874830.1;locus_tag=pgaptmp_000381;partial=true;product=hypothetical protein;protein_id=extdb:pgaptmp_000381;start_range=.,1;transl_table=4,,,,,,
Contig_3_125.003,Local,region,1,59427,.,+,.,ID=Contig_3_125.003:1..59427;Dbxref=taxon:2104;Name=ANONYMOUS;gbkey=Src;genome=chromosome;mol_type=genomic DNA;strain=Mympn_5954,,,,,,,,
Contig_3_125.003,.,gene,22,3039,.,+,.,ID=gene-pgaptmp_000453;Name=pgaptmp_000453;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000453,,,,,,,,
Contig_3_125.003,Protein Homology,CDS,22,3039,.,+,0,ID=cds-pgaptmp_000453;Parent=gene-pgaptmp_000453;Name=extdb:pgaptmp_000453;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874812.1;locus_tag=pgaptmp_000453;product=lipoprotein;protein_id=extdb:pgaptmp_000453;transl_table=4,,,,,,,,
Contig_3_125.003,.,gene,3115,3203,.,-,.,ID=gene-pgaptmp_000454;Name=pgaptmp_000454;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000454,,,,,,,,
Contig_3_125.003,tRNAscan-SE,tRNA,3115,3203,.,-,.,ID=rna-pgaptmp_000454;Parent=gene-pgaptmp_000454;anticodon=(pos:complement(3167..3169));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000454;product=tRNA-Ser,,,,,,,,
Contig_3_125.003,tRNAscan-SE,exon,3115,3203,.,-,.,ID=exon-pgaptmp_000454-1;Parent=rna-pgaptmp_000454;anticodon=(pos:complement(3167..3169));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000454;product=tRNA-Ser,,,,,,,,
Contig_3_125.003,.,gene,3205,3295,.,-,.,ID=gene-pgaptmp_000455;Name=pgaptmp_000455;gbkey=Gene;gene_biotype=tRNA;locus_tag=pgaptmp_000455,,,,,,,,
Contig_3_125.003,tRNAscan-SE,tRNA,3205,3295,.,-,.,ID=rna-pgaptmp_000455;Parent=gene-pgaptmp_000455;anticodon=(pos:complement(3259..3261));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000455;product=tRNA-Ser,,,,,,,,
Contig_3_125.003,tRNAscan-SE,exon,3205,3295,.,-,.,ID=exon-pgaptmp_000455-1;Parent=rna-pgaptmp_000455;anticodon=(pos:complement(3259..3261));gbkey=tRNA;inference=COORDINATES: profile:tRNAscan-SE:2.0.7;locus_tag=pgaptmp_000455;product=tRNA-Ser,,,,,,,,
Contig_3_125.003,.,gene,3365,4228,.,+,.,ID=gene-pgaptmp_000456;Name=pgaptmp_000456;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000456,,,,,,,,
Contig_3_125.003,Protein Homology,CDS,3365,4228,.,+,0,ID=cds-pgaptmp_000456;Parent=gene-pgaptmp_000456;Name=extdb:pgaptmp_000456;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874811.1;locus_tag=pgaptmp_000456;product=hypothetical protein;protein_id=extdb:pgaptmp_000456;transl_table=4,,,,,,,,
Contig_3_125.003,.,gene,4332,4898,.,+,.,ID=gene-pgaptmp_000457;Name=pgaptmp_000457;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000457,,,,,,,,
Contig_3_125.003,Protein Homology,CDS,4332,4898,.,+,0,ID=cds-pgaptmp_000457;Parent=gene-pgaptmp_000457;Name=extdb:pgaptmp_000457;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325547.1;locus_tag=pgaptmp_000457;product=hypothetical protein;protein_id=extdb:pgaptmp_000457;transl_table=4,,,,,,,,
Contig_3_125.003,.,gene,4919,5671,.,+,.,ID=gene-pgaptmp_000458;Name=pgaptmp_000458;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000458,,,,,,,,
Contig_3_125.003,Protein Homology,CDS,4919,5671,.,+,0,ID=cds-pgaptmp_000458;Parent=gene-pgaptmp_000458;Name=extdb:pgaptmp_000458;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874809.1;locus_tag=pgaptmp_000458;product=adhesin;protein_id=extdb:pgaptmp_000458;transl_table=4,,,,,,,,
Contig_3_125.003,.,gene,5685,7703,.,+,.,ID=gene-pgaptmp_000459;Name=hmw3;gbkey=Gene;gene=hmw3;gene_biotype=protein_coding;locus_tag=pgaptmp_000459,,,,,,,,
Contig_3_125.003,Protein Homology,CDS,5685,7703,.,+,0,ID=cds-pgaptmp_000459;Parent=gene-pgaptmp_000459;Name=extdb:pgaptmp_000459;gbkey=CDS;gene=hmw3;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874808.1;locus_tag=pgaptmp_000459;product=terminal organelle protein HMW3;protein_id=extdb:pgaptmp_000459;transl_table=4,,,,,,,,
Contig_3_125.003,.,gene,7743,8852,.,+,.,ID=gene-pgaptmp_000460;Name=pgaptmp_000460;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000460,,,,,,,,
Contig_3_125.003,Protein Homology,CDS,7743,8852,.,+,0,ID=cds-pgaptmp_000460;Parent=gene-pgaptmp_000460;Name=extdb:pgaptmp_000460;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874807.1;locus_tag=pgaptmp_000460;product=ComEC/Rec2 family competence protein;protein_id=extdb:pgaptmp_000460;transl_table=4,,,,,,,,
Contig_3_125.003,.,gene,8776,9675,.,+,.,ID=gene-pgaptmp_000461;Name=pgaptmp_000461;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000461,,,,,,,,
Contig_3_125.003,Protein Homology,CDS,8776,9675,.,+,0,ID=cds-pgaptmp_000461;Parent=gene-pgaptmp_000461;Name=extdb:pgaptmp_000461;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532757.1;locus_tag=pgaptmp_000461;product=hypothetical protein;protein_id=extdb:pgaptmp_000461;transl_table=4,,,,,,,,
