Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,21354,21833,.,+,0,ID=cds-pgaptmp_000097;Parent=gene-pgaptmp_000097;Name=extdb:pgaptmp_000097;Ontology_term=GO:0006412,GO:0003735,GO:0000311,GO:0022625;gbkey=CDS;gene=rplV;go_component=plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574902.1;locus_tag=pgaptmp_000097;product=50S ribosomal protein L22;protein_id=extdb:pgaptmp_000097;transl_table=4,,,,
Contig_1_134.497,.,gene,21835,22656,.,+,.,ID=gene-pgaptmp_000098;Name=rpsC;gbkey=Gene;gene=rpsC;gene_biotype=protein_coding;locus_tag=pgaptmp_000098,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,21835,22656,.,+,0,ID=cds-pgaptmp_000098;Parent=gene-pgaptmp_000098;Name=extdb:pgaptmp_000098;Ontology_term=GO:0006412,GO:0003735,GO:0000312,GO:0022627;gbkey=CDS;gene=rpsC;go_component=plastid small ribosomal subunit|0000312||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874528.1;locus_tag=pgaptmp_000098;product=30S ribosomal protein S3;protein_id=extdb:pgaptmp_000098;transl_table=4,,,,
Contig_1_134.497,.,gene,22656,23075,.,+,.,ID=gene-pgaptmp_000099;Name=rplP;gbkey=Gene;gene=rplP;gene_biotype=protein_coding;locus_tag=pgaptmp_000099,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,22656,23075,.,+,0,ID=cds-pgaptmp_000099;Parent=gene-pgaptmp_000099;Name=extdb:pgaptmp_000099;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplP;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874529.1;locus_tag=pgaptmp_000099;product=50S ribosomal protein L16;protein_id=extdb:pgaptmp_000099;transl_table=4,,,,
Contig_1_134.497,.,gene,23075,23410,.,+,.,ID=gene-pgaptmp_000100;Name=rpmC;gbkey=Gene;gene=rpmC;gene_biotype=protein_coding;locus_tag=pgaptmp_000100,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,23075,23410,.,+,0,ID=cds-pgaptmp_000100;Parent=gene-pgaptmp_000100;Name=extdb:pgaptmp_000100;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rpmC;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874530.1;locus_tag=pgaptmp_000100;product=50S ribosomal protein L29;protein_id=extdb:pgaptmp_000100;transl_table=4,,,,
Contig_1_134.497,.,gene,23410,23667,.,+,.,ID=gene-pgaptmp_000101;Name=rpsQ;gbkey=Gene;gene=rpsQ;gene_biotype=protein_coding;locus_tag=pgaptmp_000101,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,23410,23667,.,+,0,ID=cds-pgaptmp_000101;Parent=gene-pgaptmp_000101;Name=extdb:pgaptmp_000101;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;gene=rpsQ;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874531.1;locus_tag=pgaptmp_000101;product=30S ribosomal protein S17;protein_id=extdb:pgaptmp_000101;transl_table=4,,,,,,
Contig_1_134.497,.,gene,23671,24039,.,+,.,ID=gene-pgaptmp_000102;Name=rplN;gbkey=Gene;gene=rplN;gene_biotype=protein_coding;locus_tag=pgaptmp_000102,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,23671,24039,.,+,0,ID=cds-pgaptmp_000102;Parent=gene-pgaptmp_000102;Name=extdb:pgaptmp_000102;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplN;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874532.1;locus_tag=pgaptmp_000102;product=50S ribosomal protein L14;protein_id=extdb:pgaptmp_000102;transl_table=4,,,,
Contig_1_134.497,.,gene,24039,24374,.,+,.,ID=gene-pgaptmp_000103;Name=rplX;gbkey=Gene;gene=rplX;gene_biotype=protein_coding;locus_tag=pgaptmp_000103,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,24039,24374,.,+,0,ID=cds-pgaptmp_000103;Parent=gene-pgaptmp_000103;Name=extdb:pgaptmp_000103;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplX;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874533.1;locus_tag=pgaptmp_000103;product=50S ribosomal protein L24;protein_id=extdb:pgaptmp_000103;transl_table=4,,,,
Contig_1_134.497,.,gene,24377,24919,.,+,.,ID=gene-pgaptmp_000104;Name=rplE;gbkey=Gene;gene=rplE;gene_biotype=protein_coding;locus_tag=pgaptmp_000104,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,24377,24919,.,+,0,ID=cds-pgaptmp_000104;Parent=gene-pgaptmp_000104;Name=extdb:pgaptmp_000104;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;gene=rplE;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874534.1;locus_tag=pgaptmp_000104;product=50S ribosomal protein L5;protein_id=extdb:pgaptmp_000104;transl_table=4,,,,,,
Contig_1_134.497,.,gene,24921,25106,.,+,.,ID=gene-pgaptmp_000105;Name=pgaptmp_000105;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000105,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,24921,25106,.,+,0,ID=cds-pgaptmp_000105;Parent=gene-pgaptmp_000105;Name=extdb:pgaptmp_000105;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011245027.1;locus_tag=pgaptmp_000105;product=type Z 30S ribosomal protein S14;protein_id=extdb:pgaptmp_000105;transl_table=4,,,,,,
Contig_1_134.497,.,gene,25100,25528,.,+,.,ID=gene-pgaptmp_000106;Name=rpsH;gbkey=Gene;gene=rpsH;gene_biotype=protein_coding;locus_tag=pgaptmp_000106,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,25100,25528,.,+,0,ID=cds-pgaptmp_000106;Parent=gene-pgaptmp_000106;Name=extdb:pgaptmp_000106;Ontology_term=GO:0006412,GO:0003735,GO:0005840;gbkey=CDS;gene=rpsH;go_component=ribosome|0005840||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874536.1;locus_tag=pgaptmp_000106;product=30S ribosomal protein S8;protein_id=extdb:pgaptmp_000106;transl_table=4,,,,,,
Contig_1_134.497,.,gene,25535,26089,.,+,.,ID=gene-pgaptmp_000107;Name=rplF;gbkey=Gene;gene=rplF;gene_biotype=protein_coding;locus_tag=pgaptmp_000107,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,25535,26089,.,+,0,ID=cds-pgaptmp_000107;Parent=gene-pgaptmp_000107;Name=extdb:pgaptmp_000107;Ontology_term=GO:0006412,GO:0003735,GO:0019843,GO:0022625;gbkey=CDS;gene=rplF;go_component=cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA,rRNA binding|0019843||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874537.1;locus_tag=pgaptmp_000107;product=50S ribosomal protein L6;protein_id=extdb:pgaptmp_000107;transl_table=4,,,,
Contig_1_134.497,.,gene,26090,26440,.,+,.,ID=gene-pgaptmp_000108;Name=rplR;gbkey=Gene;gene=rplR;gene_biotype=protein_coding;locus_tag=pgaptmp_000108,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,26090,26440,.,+,0,ID=cds-pgaptmp_000108;Parent=gene-pgaptmp_000108;Name=extdb:pgaptmp_000108;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplR;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874538.1;locus_tag=pgaptmp_000108;product=50S ribosomal protein L18;protein_id=extdb:pgaptmp_000108;transl_table=4,,,,
Contig_1_134.497,.,gene,26444,27103,.,+,.,ID=gene-pgaptmp_000109;Name=rpsE;gbkey=Gene;gene=rpsE;gene_biotype=protein_coding;locus_tag=pgaptmp_000109,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,26444,27103,.,+,0,ID=cds-pgaptmp_000109;Parent=gene-pgaptmp_000109;Name=extdb:pgaptmp_000109;Ontology_term=GO:0006412,GO:0003735,GO:0000312,GO:0022627;gbkey=CDS;gene=rpsE;go_component=plastid small ribosomal subunit|0000312||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874539.1;locus_tag=pgaptmp_000109;product=30S ribosomal protein S5;protein_id=extdb:pgaptmp_000109;transl_table=4,,,,
Contig_1_134.497,.,gene,27107,27562,.,+,.,ID=gene-pgaptmp_000110;Name=rplO;gbkey=Gene;gene=rplO;gene_biotype=protein_coding;locus_tag=pgaptmp_000110,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,27107,27562,.,+,0,ID=cds-pgaptmp_000110;Parent=gene-pgaptmp_000110;Name=extdb:pgaptmp_000110;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplO;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325390.1;locus_tag=pgaptmp_000110;product=50S ribosomal protein L15;protein_id=extdb:pgaptmp_000110;transl_table=4,,,,
Contig_1_134.497,.,gene,27562,28995,.,+,.,ID=gene-pgaptmp_000111;Name=secY;gbkey=Gene;gene=secY;gene_biotype=protein_coding;locus_tag=pgaptmp_000111,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,27562,28995,.,+,0,ID=cds-pgaptmp_000111;Parent=gene-pgaptmp_000111;Name=extdb:pgaptmp_000111;Ontology_term=GO:0043952,GO:0015450,GO:0005887;gbkey=CDS;gene=secY;go_component=integral component of plasma membrane|0005887||IEA;go_function=protein-transporting ATPase activity|0015450||IEA;go_process=protein transport by the Sec complex|0043952||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_015344889.1;locus_tag=pgaptmp_000111;product=preprotein translocase subunit SecY;protein_id=extdb:pgaptmp_000111;transl_table=4,,,,,,
Contig_1_134.497,.,gene,28989,29636,.,+,.,ID=gene-pgaptmp_000112;Name=pgaptmp_000112;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000112,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,28989,29636,.,+,0,ID=cds-pgaptmp_000112;Parent=gene-pgaptmp_000112;Name=extdb:pgaptmp_000112;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874542.1;locus_tag=pgaptmp_000112;product=nucleoside monophosphate kinase;protein_id=extdb:pgaptmp_000112;transl_table=4,,,,,,,,
Contig_1_134.497,.,gene,29636,30382,.,+,.,ID=gene-pgaptmp_000113;Name=map;gbkey=Gene;gene=map;gene_biotype=protein_coding;locus_tag=pgaptmp_000113,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,29636,30382,.,+,0,ID=cds-pgaptmp_000113;Parent=gene-pgaptmp_000113;Name=extdb:pgaptmp_000113;Ontology_term=GO:0006464;gbkey=CDS;gene=map;go_process=cellular protein modification process|0006464||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874543.1;locus_tag=pgaptmp_000113;product=type I methionyl aminopeptidase;protein_id=extdb:pgaptmp_000113;transl_table=4,,,,,,,,
Contig_1_134.497,.,gene,30382,30618,.,+,.,ID=gene-pgaptmp_000114;Name=infA;gbkey=Gene;gene=infA;gene_biotype=protein_coding;locus_tag=pgaptmp_000114,,,,,,,,
Contig_1_134.497,Protein Homology,CDS,30382,30618,.,+,0,ID=cds-pgaptmp_000114;Parent=gene-pgaptmp_000114;Name=extdb:pgaptmp_000114;Ontology_term=GO:0006413,GO:0003743;gbkey=CDS;gene=infA;go_function=translation initiation factor activity|0003743||IEA;go_process=translational initiation|0006413||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874544.1;locus_tag=pgaptmp_000114;product=translation initiation factor IF-1;protein_id=extdb:pgaptmp_000114;transl_table=4,,,,,,,
Contig_1_134.497,.,gene,30629,30742,.,+,.,ID=gene-pgaptmp_000115;Name=rpmJ;gbkey=Gene;gene=rpmJ;gene_biotype=protein_coding;locus_tag=pgaptmp_000115,,,,,,,,
