Sequence+H1A1:H1,Source,Feature,Start,End,Score,Strand,Frame,Attributes,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,6487,9105,.,+,0,ID=cds-pgaptmp_000384;Parent=gene-pgaptmp_000384;Name=extdb:pgaptmp_000384;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325404.1;locus_tag=pgaptmp_000384;product=cation-transporting P-type ATPase;protein_id=extdb:pgaptmp_000384;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,9092,11518,.,+,.,ID=gene-pgaptmp_000385;Name=secA;gbkey=Gene;gene=secA;gene_biotype=protein_coding;locus_tag=pgaptmp_000385,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,9092,11518,.,+,0,ID=cds-pgaptmp_000385;Parent=gene-pgaptmp_000385;Name=extdb:pgaptmp_000385;Ontology_term=GO:0043952,GO:0015450,GO:0016887,GO:0009898;gbkey=CDS;gene=secA;go_component=cytoplasmic side of plasma membrane|0009898||IEA;go_function=protein-transporting ATPase activity|0015450||IEA,ATP hydrolysis activity|0016887||IEA;go_process=protein transport by the Sec complex|0043952||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874567.1;locus_tag=pgaptmp_000385;product=preprotein translocase subunit SecA;protein_id=extdb:pgaptmp_000385;transl_table=4,,,,
Contig_2_123.61,.,gene,11493,13466,.,+,.,ID=gene-pgaptmp_000386;Name=uvrB;gbkey=Gene;gene=uvrB;gene_biotype=protein_coding;locus_tag=pgaptmp_000386,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,11493,13466,.,+,0,ID=cds-pgaptmp_000386;Parent=gene-pgaptmp_000386;Name=extdb:pgaptmp_000386;Ontology_term=GO:0006289,GO:0009381,GO:0009380;gbkey=CDS;gene=uvrB;go_component=excinuclease repair complex|0009380||IEA;go_function=excinuclease ABC activity|0009381||IEA;go_process=nucleotide-excision repair|0006289||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874568.1;locus_tag=pgaptmp_000386;product=excinuclease ABC subunit B;protein_id=extdb:pgaptmp_000386;transl_table=4,,,,,,
Contig_2_123.61,.,gene,13469,13876,.,+,.,ID=gene-pgaptmp_000387;Name=pgaptmp_000387;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000387,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,13469,13876,.,+,0,ID=cds-pgaptmp_000387;Parent=gene-pgaptmp_000387;Name=extdb:pgaptmp_000387;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874569.1;locus_tag=pgaptmp_000387;product=DUF5426 family protein;protein_id=extdb:pgaptmp_000387;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,13981,17073,.,+,.,ID=gene-pgaptmp_000388;Name=pgaptmp_000388;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000388,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,13981,17073,.,+,0,ID=cds-pgaptmp_000388;Parent=gene-pgaptmp_000388;Name=extdb:pgaptmp_000388;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019830478.1;locus_tag=pgaptmp_000388;product=hypothetical protein;protein_id=extdb:pgaptmp_000388;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,17070,17486,.,-,.,ID=gene-pgaptmp_000389;Name=pgaptmp_000389;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000389,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,17070,17486,.,-,0,ID=cds-pgaptmp_000389;Parent=gene-pgaptmp_000389;Name=extdb:pgaptmp_000389;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874571.1;locus_tag=pgaptmp_000389;product=hypothetical protein;protein_id=extdb:pgaptmp_000389;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,17762,18931,.,+,.,ID=gene-pgaptmp_000390;Name=pgaptmp_000390;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000390,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,17762,18931,.,+,0,ID=cds-pgaptmp_000390;Parent=gene-pgaptmp_000390;Name=extdb:pgaptmp_000390;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874572.1;locus_tag=pgaptmp_000390;product=ABC transporter permease;protein_id=extdb:pgaptmp_000390;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,18924,20054,.,+,.,ID=gene-pgaptmp_000391;Name=pgaptmp_000391;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000391,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,18924,20054,.,+,0,ID=cds-pgaptmp_000391;Parent=gene-pgaptmp_000391;Name=extdb:pgaptmp_000391;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874573.1;locus_tag=pgaptmp_000391;product=ABC transporter permease;protein_id=extdb:pgaptmp_000391;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,20056,21327,.,+,.,ID=gene-pgaptmp_000392;Name=pgaptmp_000392;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000392,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,20056,21327,.,+,0,ID=cds-pgaptmp_000392;Parent=gene-pgaptmp_000392;Name=extdb:pgaptmp_000392;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325407.1;locus_tag=pgaptmp_000392;product=ABC transporter ATP-binding protein;protein_id=extdb:pgaptmp_000392;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,21290,23845,.,+,.,ID=gene-pgaptmp_000393;Name=pgaptmp_000393;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000393,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,21290,23845,.,+,0,ID=cds-pgaptmp_000393;Parent=gene-pgaptmp_000393;Name=extdb:pgaptmp_000393;Ontology_term=GO:0005524;gbkey=CDS;go_function=ATP binding|0005524||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874575.1;locus_tag=pgaptmp_000393;product=ATP-binding cassette domain-containing protein;protein_id=extdb:pgaptmp_000393;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,23901,24314,.,+,.,ID=gene-pgaptmp_000394;Name=rplK;gbkey=Gene;gene=rplK;gene_biotype=protein_coding;locus_tag=pgaptmp_000394,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,23901,24314,.,+,0,ID=cds-pgaptmp_000394;Parent=gene-pgaptmp_000394;Name=extdb:pgaptmp_000394;Ontology_term=GO:0006412,GO:0003735,GO:0000315,GO:0022625;gbkey=CDS;gene=rplK;go_component=organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874576.1;locus_tag=pgaptmp_000394;product=50S ribosomal protein L11;protein_id=extdb:pgaptmp_000394;transl_table=4,,,,
Contig_2_123.61,.,gene,24314,24994,.,+,.,ID=gene-pgaptmp_000395;Name=rplA;gbkey=Gene;gene=rplA;gene_biotype=protein_coding;locus_tag=pgaptmp_000395,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,24314,24994,.,+,0,ID=cds-pgaptmp_000395;Parent=gene-pgaptmp_000395;Name=extdb:pgaptmp_000395;Ontology_term=GO:0006412,GO:0003735,GO:0000311,GO:0022625;gbkey=CDS;gene=rplA;go_component=plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874577.1;locus_tag=pgaptmp_000395;product=50S ribosomal protein L1;protein_id=extdb:pgaptmp_000395;transl_table=4,,,,
Contig_2_123.61,.,gene,24994,25560,.,+,.,ID=gene-pgaptmp_000396;Name=pth;gbkey=Gene;gene=pth;gene_biotype=protein_coding;locus_tag=pgaptmp_000396,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,24994,25560,.,+,0,ID=cds-pgaptmp_000396;Parent=gene-pgaptmp_000396;Name=extdb:pgaptmp_000396;Ontology_term=GO:0006412,GO:0004045;gbkey=CDS;gene=pth;go_function=aminoacyl-tRNA hydrolase activity|0004045||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874578.1;locus_tag=pgaptmp_000396;product=aminoacyl-tRNA hydrolase;protein_id=extdb:pgaptmp_000396;transl_table=4,,,,,,,
Contig_2_123.61,.,gene,25553,26422,.,+,.,ID=gene-pgaptmp_000397;Name=tilS;gbkey=Gene;gene=tilS;gene_biotype=protein_coding;locus_tag=pgaptmp_000397,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,25553,26422,.,+,0,ID=cds-pgaptmp_000397;Parent=gene-pgaptmp_000397;Name=extdb:pgaptmp_000397;Ontology_term=GO:0006400,GO:0016879;gbkey=CDS;gene=tilS;go_function=ligase activity%2C forming carbon-nitrogen bonds|0016879||IEA;go_process=tRNA modification|0006400||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874579.1;locus_tag=pgaptmp_000397;product=tRNA lysidine(34) synthetase TilS;protein_id=extdb:pgaptmp_000397;transl_table=4,,,,,,,
Contig_2_123.61,.,gene,26423,27361,.,+,.,ID=gene-pgaptmp_000398;Name=hprK;gbkey=Gene;gene=hprK;gene_biotype=protein_coding;locus_tag=pgaptmp_000398,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,26423,27361,.,+,0,ID=cds-pgaptmp_000398;Parent=gene-pgaptmp_000398;Name=extdb:pgaptmp_000398;Ontology_term=GO:0009401,GO:0004674,GO:0016791;gbkey=CDS;gene=hprK;go_function=protein serine/threonine kinase activity|0004674||IEA,phosphatase activity|0016791||IEA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014325409.1;locus_tag=pgaptmp_000398;product=HPr(Ser) kinase/phosphatase;protein_id=extdb:pgaptmp_000398;transl_table=4,,,,,
Contig_2_123.61,.,gene,27351,28520,.,+,.,ID=gene-pgaptmp_000399;Name=lgt;gbkey=Gene;gene=lgt;gene_biotype=protein_coding;locus_tag=pgaptmp_000399,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,27351,28520,.,+,0,ID=cds-pgaptmp_000399;Parent=gene-pgaptmp_000399;Name=extdb:pgaptmp_000399;Ontology_term=GO:0009249,GO:0008961,GO:0016021;gbkey=CDS;gene=lgt;go_component=integral component of membrane|0016021||IEA;go_function=phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity|0008961||IEA;go_process=protein lipoylation|0009249||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874581.1;locus_tag=pgaptmp_000399;product=prolipoprotein diacylglyceryl transferase;protein_id=extdb:pgaptmp_000399;transl_table=4,,,,,,
Contig_2_123.61,.,gene,28549,28968,.,+,.,ID=gene-pgaptmp_000400;Name=rpsL;gbkey=Gene;gene=rpsL;gene_biotype=protein_coding;locus_tag=pgaptmp_000400,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,28549,28968,.,+,0,ID=cds-pgaptmp_000400;Parent=gene-pgaptmp_000400;Name=extdb:pgaptmp_000400;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsL;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874582.1;locus_tag=pgaptmp_000400;product=30S ribosomal protein S12;protein_id=extdb:pgaptmp_000400;transl_table=4,,,,
Contig_2_123.61,.,gene,29022,29489,.,+,.,ID=gene-pgaptmp_000401;Name=rpsG;gbkey=Gene;gene=rpsG;gene_biotype=protein_coding;locus_tag=pgaptmp_000401,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,29022,29489,.,+,0,ID=cds-pgaptmp_000401;Parent=gene-pgaptmp_000401;Name=extdb:pgaptmp_000401;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsG;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_004026103.1;locus_tag=pgaptmp_000401;product=30S ribosomal protein S7;protein_id=extdb:pgaptmp_000401;transl_table=4,,,,
Contig_2_123.61,.,gene,29512,31578,.,+,.,ID=gene-pgaptmp_000402;Name=fusA;gbkey=Gene;gene=fusA;gene_biotype=protein_coding;locus_tag=pgaptmp_000402,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,29512,31578,.,+,0,ID=cds-pgaptmp_000402;Parent=gene-pgaptmp_000402;Name=extdb:pgaptmp_000402;Ontology_term=GO:0006414,GO:0003746;gbkey=CDS;gene=fusA;go_function=translation elongation factor activity|0003746||IEA;go_process=translational elongation|0006414||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874584.1;locus_tag=pgaptmp_000402;product=elongation factor G;protein_id=extdb:pgaptmp_000402;transl_table=4,,,,,,,
Contig_2_123.61,.,gene,31635,32282,.,+,.,ID=gene-pgaptmp_000403;Name=rpsF;gbkey=Gene;gene=rpsF;gene_biotype=protein_coding;locus_tag=pgaptmp_000403,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,31635,32282,.,+,0,ID=cds-pgaptmp_000403;Parent=gene-pgaptmp_000403;Name=extdb:pgaptmp_000403;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsF;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874585.1;locus_tag=pgaptmp_000403;product=30S ribosomal protein S6;protein_id=extdb:pgaptmp_000403;transl_table=4,,,,
Contig_2_123.61,.,gene,32282,32782,.,+,.,ID=gene-pgaptmp_000404;Name=pgaptmp_000404;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000404,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,32282,32782,.,+,0,ID=cds-pgaptmp_000404;Parent=gene-pgaptmp_000404;Name=extdb:pgaptmp_000404;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874586.1;locus_tag=pgaptmp_000404;product=single-stranded DNA-binding protein;protein_id=extdb:pgaptmp_000404;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,32772,33086,.,+,.,ID=gene-pgaptmp_000405;Name=rpsR;gbkey=Gene;gene=rpsR;gene_biotype=protein_coding;locus_tag=pgaptmp_000405,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,32772,33086,.,+,0,ID=cds-pgaptmp_000405;Parent=gene-pgaptmp_000405;Name=extdb:pgaptmp_000405;Ontology_term=GO:0006412,GO:0003735,GO:0000314,GO:0022627;gbkey=CDS;gene=rpsR;go_component=organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874587.1;locus_tag=pgaptmp_000405;product=30S ribosomal protein S18;protein_id=extdb:pgaptmp_000405;transl_table=4,,,,
Contig_2_123.61,.,gene,33089,33538,.,+,.,ID=gene-pgaptmp_000406;Name=rplI;gbkey=Gene;gene=rplI;gene_biotype=protein_coding;locus_tag=pgaptmp_000406,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,33089,33538,.,+,0,ID=cds-pgaptmp_000406;Parent=gene-pgaptmp_000406;Name=extdb:pgaptmp_000406;Ontology_term=GO:0006412,GO:0003735,GO:0000311,GO:0022625;gbkey=CDS;gene=rplI;go_component=plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA;go_function=structural constituent of ribosome|0003735||IEA;go_process=translation|0006412||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874588.1;locus_tag=pgaptmp_000406;product=50S ribosomal protein L9;protein_id=extdb:pgaptmp_000406;transl_table=4,,,,
Contig_2_123.61,.,gene,33525,34946,.,+,.,ID=gene-pgaptmp_000407;Name=pgaptmp_000407;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000407,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,33525,34946,.,+,0,ID=cds-pgaptmp_000407;Parent=gene-pgaptmp_000407;Name=extdb:pgaptmp_000407;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_017532949.1;locus_tag=pgaptmp_000407;product=replicative DNA helicase;protein_id=extdb:pgaptmp_000407;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,34950,36314,.,+,.,ID=gene-pgaptmp_000408;Name=pgaptmp_000408;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000408,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,34950,36314,.,+,0,ID=cds-pgaptmp_000408;Parent=gene-pgaptmp_000408;Name=extdb:pgaptmp_000408;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874590.1;locus_tag=pgaptmp_000408;product=hypothetical protein;protein_id=extdb:pgaptmp_000408;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,36394,38295,.,+,.,ID=gene-pgaptmp_000409;Name=pgaptmp_000409;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000409,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,36394,38295,.,+,0,ID=cds-pgaptmp_000409;Parent=gene-pgaptmp_000409;Name=extdb:pgaptmp_000409;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_014574914.1;locus_tag=pgaptmp_000409;product=DUF237 domain-containing protein;protein_id=extdb:pgaptmp_000409;transl_table=4,,,,,,,,
Contig_2_123.61,.,gene,38320,39042,.,+,.,ID=gene-pgaptmp_000410;Name=ung;gbkey=Gene;gene=ung;gene_biotype=protein_coding;locus_tag=pgaptmp_000410,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,38320,39042,.,+,0,ID=cds-pgaptmp_000410;Parent=gene-pgaptmp_000410;Name=extdb:pgaptmp_000410;Ontology_term=GO:0006284,GO:0004844,GO:0005737;gbkey=CDS;gene=ung;go_component=cytoplasm|0005737||IEA;go_function=uracil DNA N-glycosylase activity|0004844||IEA;go_process=base-excision repair|0006284||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874592.1;locus_tag=pgaptmp_000410;product=uracil-DNA glycosylase;protein_id=extdb:pgaptmp_000410;transl_table=4,,,,,,
Contig_2_123.61,.,gene,39240,40679,.,+,.,ID=gene-pgaptmp_000411;Name=gatC;gbkey=Gene;gene=gatC;gene_biotype=protein_coding;locus_tag=pgaptmp_000411,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,39240,40679,.,+,0,ID=cds-pgaptmp_000411;Parent=gene-pgaptmp_000411;Name=extdb:pgaptmp_000411;Ontology_term=GO:0006424,GO:0050567,GO:0030956;gbkey=CDS;gene=gatC;go_component=glutamyl-tRNA(Gln) amidotransferase complex|0030956||IEA;go_function=glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity|0050567||IEA;go_process=glutamyl-tRNA aminoacylation|0006424||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874593.1;locus_tag=pgaptmp_000411;product=Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC;protein_id=extdb:pgaptmp_000411;transl_table=4,,,,,,
Contig_2_123.61,.,gene,40682,42118,.,+,.,ID=gene-pgaptmp_000412;Name=gatA;gbkey=Gene;gene=gatA;gene_biotype=protein_coding;locus_tag=pgaptmp_000412,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,40682,42118,.,+,0,ID=cds-pgaptmp_000412;Parent=gene-pgaptmp_000412;Name=extdb:pgaptmp_000412;Ontology_term=GO:0006424,GO:0050567,GO:0030956;gbkey=CDS;gene=gatA;go_component=glutamyl-tRNA(Gln) amidotransferase complex|0030956||IEA;go_function=glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity|0050567||IEA;go_process=glutamyl-tRNA aminoacylation|0006424||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_010874594.1;locus_tag=pgaptmp_000412;product=Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA;protein_id=extdb:pgaptmp_000412;transl_table=4,,,,,,
Contig_2_123.61,.,gene,42111,43544,.,+,.,ID=gene-pgaptmp_000413;Name=gatB;gbkey=Gene;gene=gatB;gene_biotype=protein_coding;locus_tag=pgaptmp_000413,,,,,,,,
Contig_2_123.61,Protein Homology,CDS,42111,43544,.,+,0,ID=cds-pgaptmp_000413;Parent=gene-pgaptmp_000413;Name=extdb:pgaptmp_000413;Ontology_term=GO:0006424,GO:0050567,GO:0030956;gbkey=CDS;gene=gatB;go_component=glutamyl-tRNA(Gln) amidotransferase complex|0030956||IEA;go_function=glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity|0050567||IEA;go_process=glutamyl-tRNA aminoacylation|0006424||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009885658.1;locus_tag=pgaptmp_000413;product=Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB;protein_id=extdb:pgaptmp_000413;transl_table=4,,,,,,
Contig_2_123.61,.,gene,43519,44187,.,+,.,ID=gene-pgaptmp_000414;Name=pgaptmp_000414;gbkey=Gene;gene_biotype=protein_coding;locus_tag=pgaptmp_000414,,,,,,,,
